query,song_id
I'm looking for high-energy rock songs with high instrumentalness,6bVB2MGR7LcotAIB1vfpw6
Can you recommend some upbeat pop rock songs from the early 2000s?,7BD50ATrF3Vab5FQy7vtK8
I'm in the mood for something mellow and low-energy in a major key like D.,7BD50ATrF3Vab5FQy7vtK8
Give me more popular pop rock tracks with medium acousticness and low valence.,7BD50ATrF3Vab5FQy7vtK8
Do you have any recommendations for solo songs with high tempo but low instrumentalness?,7BD50ATrF3Vab5FQy7vtK8
Find me some non-explicit pop rock songs with medium loudness and very low speechiness.,7BD50ATrF3Vab5FQy7vtK8
Can you recommend more alternative rock tracks from the late 90s with a similar mood to 'Wishlist'?,7hObovvcbBpXgZHQ9if4WU
Give me some popular rock songs in the key of C that are not explicit and have low energy,7hObovvcbBpXgZHQ9if4WU
I'm looking for solo alternative rock tracks with high instrumentalness and medium danceability,7hObovvcbBpXgZHQ9if4WU
Suggest some very low valence songs from Pearl Jam that are not too loud,7hObovvcbBpXgZHQ9if4WU
Find me some medium tempo alternative rock songs with a major key and low liveness,7hObovvcbBpXgZHQ9if4WU
Give me some more smooth country rock tracks from the late 90s.,6dIbdBKUEfsiK6GiyX8Kas
"Find me upbeat, danceable songs in a major key like F#.",6dIbdBKUEfsiK6GiyX8Kas
Recommend music with high liveliness and low energy similar to John Michael Montgomery.,6dIbdBKUEfsiK6GiyX8Kas
"I'm in the mood for mellow, low-tempo country rock tunes like 'Cover You in Kisses'.",6dIbdBKUEfsiK6GiyX8Kas
"Suggest laid-back, non-explicit solo tracks with low valence and high danceability.",6dIbdBKUEfsiK6GiyX8Kas
Can you recommend more high-energy alternative rock songs?,3GKHa2azz7Wh0QKDVa8eev
Give me songs with high instrumental content and a positive mood like this one.,3GKHa2azz7Wh0QKDVa8eev
I'm looking for music with a similar tempo and key as 'Push It' by Garbage.,3GKHa2azz7Wh0QKDVa8eev
Do you have any popular rock tracks that are not explicit like this one?,3GKHa2azz7Wh0QKDVa8eev
Recommend me some low-danceability songs with a major key and high energy.,3GKHa2azz7Wh0QKDVa8eev
Can you recommend more solo glam rock tracks with a medium tempo like 'Recover Your Soul'?,6FGfXPvZ8sMpq1xd75FHXp
I'm in the mood for some high instrumentalness songs similar to Elton John's music from the late 90s.,6FGfXPvZ8sMpq1xd75FHXp
Give me some very high danceable tracks in a major key and medium energy level.,6FGfXPvZ8sMpq1xd75FHXp
What are some low tempo songs with high liveness and a major key like 'Recover Your Soul'?,6FGfXPvZ8sMpq1xd75FHXp
Find me some very low speechiness glam rock songs from the late 90s with a medium valence.,6FGfXPvZ8sMpq1xd75FHXp
Can you recommend more alternative rock songs from the late 90s with a high energy level?,57iDDD9N9tTWe75x6qhStw
I'm looking for non-explicit solo tracks in the key of A with a very high tempo.,57iDDD9N9tTWe75x6qhStw
Give me some very high energy songs by artists with medium popularity.,57iDDD9N9tTWe75x6qhStw
Find me more major key tracks with very high danceability and liveness.,57iDDD9N9tTWe75x6qhStw
"Recommend something with a high loudness and speechiness level, but low valence.",57iDDD9N9tTWe75x6qhStw
Can you recommend more upbeat country rock songs like this one?,7m6Q3ww2YzIkJV0VU8lyuF
"I'm in the mood for high-energy tracks in the key of G, similar to this one.",7m6Q3ww2YzIkJV0VU8lyuF
"Give me more music with very high liveliness and very low speechiness, please.",7m6Q3ww2YzIkJV0VU8lyuF
Do you have any popular country rock songs that are not explicit like this?,7m6Q3ww2YzIkJV0VU8lyuF
"I'm looking for some major key, high tempo tracks with very high valence.",7m6Q3ww2YzIkJV0VU8lyuF
Can you recommend more hard rock songs from the late 90s with high energy levels?,6nswV1Lz3OZkaiCJfmVUOa
Give me some fast-paced tracks in a minor key similar to Metallica's 'The Unforgiven II',6nswV1Lz3OZkaiCJfmVUOa
I'm in the mood for high-energy rock songs with a very high loudness level,6nswV1Lz3OZkaiCJfmVUOa
Could you suggest some popular hard rock songs with a very low valence?,6nswV1Lz3OZkaiCJfmVUOa
"Find me some intense, non-explicit solo hard rock tracks with a high tempo",6nswV1Lz3OZkaiCJfmVUOa
Can you recommend more pop rock songs like 'Let's Forget About It' by Lisa Loeb from the late 90s?,0h1nyHkuaVb9fgClhf1ENx
"I'm in the mood for something with very high acousticness and a low tempo, similar to this track.",0h1nyHkuaVb9fgClhf1ENx
Give me more high-energy pop rock tracks in the key of C with a major mode.,0h1nyHkuaVb9fgClhf1ENx
Do you have any recommendations for songs with a high danceability and medium instrumentalness?,0h1nyHkuaVb9fgClhf1ENx
"I'm looking for popular pop rock songs with very low explicitness, like this one by Lisa Loeb.",0h1nyHkuaVb9fgClhf1ENx
Can you recommend more country rock tracks with high energy and a major key like this one?,7Ihl2uNgZmwaOyp9KRHGsA
Give me some solo songs with very high tempo and high speechiness to match this track's mood,7Ihl2uNgZmwaOyp9KRHGsA
I'm in the mood for something mellow with medium acousticness and a major key like 'Then What?',7Ihl2uNgZmwaOyp9KRHGsA
Do you have any medium popularity country rock songs in the key of E that are not explicit?,7Ihl2uNgZmwaOyp9KRHGsA
I'm looking for more tracks with very low instrumentalness and very low liveness similar to this one,7Ihl2uNgZmwaOyp9KRHGsA
Can you recommend more high-energy pop rock songs with a danceable beat like this one?,0ugHbbuxII19JNMCdMUDOe
What are some other popular songs in a major key with high valence and speechiness?,0ugHbbuxII19JNMCdMUDOe
Give me some solo pop rock tracks with high danceability and high energy like this one.,0ugHbbuxII19JNMCdMUDOe
Do you have any medium-popularity pop rock songs with high energy and high speechiness?,0ugHbbuxII19JNMCdMUDOe
Find me some upbeat pop rock songs with high danceability and high valence in a major key.,0ugHbbuxII19JNMCdMUDOe
Can you recommend more energetic Christian alternative rock tracks?,4ynh61vZS9j5L6xC63U11q
Give me some upbeat songs in G major with high danceability.,4ynh61vZS9j5L6xC63U11q
I'm looking for non-explicit solo tracks with high tempo and medium valence.,4ynh61vZS9j5L6xC63U11q
"Could you suggest some high-energy, non-acoustic Christian alternative rock songs?",4ynh61vZS9j5L6xC63U11q
Do you have any Christian alternative rock songs with high speechiness and high energy?,4ynh61vZS9j5L6xC63U11q
Can you recommend more high-energy rock songs similar to 'Pink' by Aerosmith?,74uGhWp4BYpjFj1V2DzgoO
I'm looking for rock songs with a very high tempo and high valence like 'Pink'. Any suggestions?,74uGhWp4BYpjFj1V2DzgoO
Give me more popular rock tracks from the late 90s that have a major key and very high energy levels like 'Pink'.,74uGhWp4BYpjFj1V2DzgoO
Do you have any recommendations for high-energy rock songs in the key of C that are very high in loudness and valence?,74uGhWp4BYpjFj1V2DzgoO
I want to discover more classic rock songs with very low acousticness and very high energy levels like 'Pink' by Aerosmith.,74uGhWp4BYpjFj1V2DzgoO
Can you recommend more pop-rock songs from the late 90s with a mellow vibe like 'Sweet Surrender'?,46ShsS3tyqJAJdxUjPezdI
"I'm looking for upbeat tracks in the key of A, similar to 'Sweet Surrender' by Sarah McLachlan.",46ShsS3tyqJAJdxUjPezdI
"Give me more songs with medium popularity and low energy levels, like 'Sweet Surrender'.",46ShsS3tyqJAJdxUjPezdI
"I want to discover more pop-rock songs with a major key and medium tempo, similar to 'Sweet Surrender'.",46ShsS3tyqJAJdxUjPezdI
"Can you suggest acoustic pop-rock tracks with medium valence and low loudness, like 'Sweet Surrender'?",46ShsS3tyqJAJdxUjPezdI
Can you recommend more energetic alternative rock tracks from the late 90s like 'Given to Fly'?,3vL9lPWBuv0ZR3c5YmdhDl
"I'm in the mood for songs in a major key with high instrumentalness and low danceability, similar to Pearl Jam's style.",3vL9lPWBuv0ZR3c5YmdhDl
Give me more popular rock songs from the late 90s that have a low tempo and very low valence.,3vL9lPWBuv0ZR3c5YmdhDl
Is there any solo alternative rock music in G major that is not explicit and has medium loudness?,3vL9lPWBuv0ZR3c5YmdhDl
"I'm looking for high-energy rock tracks with low valence and very low speechiness, similar to 'Given to Fly'.",3vL9lPWBuv0ZR3c5YmdhDl
Can you recommend more acoustic pop rock songs from the late 90s?,5on1ppavPW4nxtGXJJiSLd
Give me some mellow tracks in a minor key with high danceability.,5on1ppavPW4nxtGXJJiSLd
I'm looking for energetic pop rock songs with low tempo.,5on1ppavPW4nxtGXJJiSLd
Find me more solo tracks with low instrumentalness.,5on1ppavPW4nxtGXJJiSLd
Do you have any pop rock songs with high danceability and medium valence?,5on1ppavPW4nxtGXJJiSLd
Can you recommend more alternative rock tracks like Semi-Charmed Life?,42et6fnHCw1HIPSrdPprMl
Give me some high-energy songs from the late 90s,42et6fnHCw1HIPSrdPprMl
I'm looking for upbeat tracks in the key of G,42et6fnHCw1HIPSrdPprMl
Find me popular rock songs with a positive vibe,42et6fnHCw1HIPSrdPprMl
"Can you suggest some non-explicit, major-key rock songs with high energy?",42et6fnHCw1HIPSrdPprMl
Can you recommend more high-energy pop rock songs from the late 90s?,6ZIuoDs3i1KjKurJf9miSs
Give me some medium-popular tracks in a major key with high speechiness and very low valence.,6ZIuoDs3i1KjKurJf9miSs
"I'm in the mood for something mellow and acoustic, but still with a medium amount of speechiness.",6ZIuoDs3i1KjKurJf9miSs
"Do you have any fast-tempo, low-danceability songs in C# major with medium instrumentalness?",6ZIuoDs3i1KjKurJf9miSs
Recommend me some high-energy pop rock tracks with medium acousticness and a very low valence.,6ZIuoDs3i1KjKurJf9miSs
"I'm in the mood for some high-energy hard rock from the late 90s, similar to 'The Memory Remains'.",6RbC38oDCIXD8V2AOU1Tjr
Give me more collaborations with very high popularity and high instrumentalness in a minor key.,6RbC38oDCIXD8V2AOU1Tjr
"Can you recommend some very high tempo tracks with high liveness and very low acousticness, like 'The Memory Remains'?",6RbC38oDCIXD8V2AOU1Tjr
I'm looking for some popular hard rock songs from the late 90s that are not explicit and have a medium valence.,6RbC38oDCIXD8V2AOU1Tjr
Suggest some high-energy hard rock tracks in a minor key with very low danceability.,6RbC38oDCIXD8V2AOU1Tjr
Can you suggest more mellow country rock tracks from the late 90s?,3f0Le90S1CWheOUhEWJ99D
Give me upbeat country rock songs in a major key with high acousticness.,3f0Le90S1CWheOUhEWJ99D
Any energetic solo tracks with a very high tempo?,3f0Le90S1CWheOUhEWJ99D
I'm looking for laid-back country rock songs in A# with low energy.,3f0Le90S1CWheOUhEWJ99D
Recommend me some country rock tunes with a very high loudness,3f0Le90S1CWheOUhEWJ99D
Can you recommend more pop rock songs from the late 90s with a high energy and low tempo?,49ycqtJEpls38Nh75FAuMP
"I'm in the mood for something mellow and acoustic, similar to Lisa Loeb's 'I Do'.",49ycqtJEpls38Nh75FAuMP
Give me more pop rock tracks in a major key with high danceability.,49ycqtJEpls38Nh75FAuMP
Do you have any upbeat pop rock songs in A# that are not too high energy?,49ycqtJEpls38Nh75FAuMP
"I'm looking for songs with a high valence and low speechiness, like 'I Do' by Lisa Loeb.",49ycqtJEpls38Nh75FAuMP
Recommend me some fast-paced rock songs similar to 'Saint Of Me',6OEpSYq8wdqnl01hsoQGQY
Find me more energetic tracks in the key of A# from the late 90s,6OEpSYq8wdqnl01hsoQGQY
Give me songs with high energy and high danceability like 'Saint Of Me',6OEpSYq8wdqnl01hsoQGQY
"I'm in the mood for some melodic rock songs from the late 90s, can you suggest some?",6OEpSYq8wdqnl01hsoQGQY
Recommend me rock songs with high instrumentalness and medium tempo like 'Saint Of Me',6OEpSYq8wdqnl01hsoQGQY
Can you recommend more country rock songs like Clint Black's 'Something That We Do'?,6xN5xsIl2cR1pOjnzShHAN
Give me some high-tempo tracks with a very high acoustic feel like this one from 1997.,6xN5xsIl2cR1pOjnzShHAN
I'm in the mood for songs in G major that have a very low energy level. Any recommendations?,6xN5xsIl2cR1pOjnzShHAN
"Find me some low-popularity, non-explicit solo country rock songs with medium liveness and loudness.",6xN5xsIl2cR1pOjnzShHAN
"Do you have any mellow, low-valence songs in G major that are not too energetic like this one from the late 90s?",6xN5xsIl2cR1pOjnzShHAN
Can you recommend more high-energy rock songs from the late 90s?,6ZUwzAFkFYHbe8dqqe2pB5
Give me some popular rock tracks with a major key and high danceability.,6ZUwzAFkFYHbe8dqqe2pB5
I'm looking for more upbeat songs with high instrumentalness and high tempo.,6ZUwzAFkFYHbe8dqqe2pB5
Do you have any medium-popularity rock tracks that are not explicit and in the key of A#?,6ZUwzAFkFYHbe8dqqe2pB5
Recommend me some very high tempo rock songs with high valence and medium loudness.,6ZUwzAFkFYHbe8dqqe2pB5
Can you suggest more country rock songs like 'Love of My Life'?,1oMMvSvR0knSpiS8GNAJ1L
I'm in the mood for something mellow and low-energy like this track.,1oMMvSvR0knSpiS8GNAJ1L
Give me more medium-popular country rock songs in a major key.,1oMMvSvR0knSpiS8GNAJ1L
Do you have any high-tempo songs in A# with very low speechiness?,1oMMvSvR0knSpiS8GNAJ1L
I'm looking for more songs with low danceability and very low valence like this one.,1oMMvSvR0knSpiS8GNAJ1L
I'm in the mood for some calming folk rock from the mid-90s like 'Sunny Came Home',4mOxpj82q6n3EO7HBZCelX
Can you recommend me more acoustic tracks in a minor key similar to this one?,4mOxpj82q6n3EO7HBZCelX
I'm looking for high-energy solo songs in B minor with a high acousticness,4mOxpj82q6n3EO7HBZCelX
Give me some popular folk rock songs from the mid-90s that are not explicit,4mOxpj82q6n3EO7HBZCelX
Do you have any fast-paced tracks in the key of B with a very high tempo?,4mOxpj82q6n3EO7HBZCelX
Can you recommend more indie rock songs from the mid-90s with high energy?,6PNvv1dmDbOWrAYwEcuKBX
Give me some upbeat tracks in a minor key similar to 'Criminal' by Fiona Apple.,6PNvv1dmDbOWrAYwEcuKBX
"Find me some popular, non-explicit solo songs with a very high level of rawness.",6PNvv1dmDbOWrAYwEcuKBX
I'm looking for more indie rock tunes with a medium tempo and high liveliness.,6PNvv1dmDbOWrAYwEcuKBX
Suggest some mellow songs in G minor with medium valence and low instrumentalness.,6PNvv1dmDbOWrAYwEcuKBX
Can you recommend more soft rock songs from the late 90s with a mellow vibe like this Bee Gees track?,5qo79ju0ksdDG3dXUeZAc3
I'm in the mood for something with very high danceability and a minor key like 'Still Waters (Run Deep'. Got any suggestions?,5qo79ju0ksdDG3dXUeZAc3
Give me some high-acousticness solo soft rock tracks with a low tempo similar to this Bee Gees song.,5qo79ju0ksdDG3dXUeZAc3
"Looking for more songs with very high liveness and a medium loudness level, any recommendations in the same vein as this one?",5qo79ju0ksdDG3dXUeZAc3
"Do you have any soft rock songs with high instrumentalness and medium popularity, preferably from the late 90s like this Bee Gees tune?",5qo79ju0ksdDG3dXUeZAc3
Can you recommend more pop rock songs from the late 90s with high popularity?,3ozomn4PrGEKEuusxX2HpC
Give me some mellow tracks in a major key like D with low energy and valence.,3ozomn4PrGEKEuusxX2HpC
"I'm looking for soft, acoustic solo songs that are not explicit.",3ozomn4PrGEKEuusxX2HpC
Find me some medium tempo pop rock tracks with high acousticness and medium liveness.,3ozomn4PrGEKEuusxX2HpC
Do you have any popular songs with low danceability and instrumentalness?,3ozomn4PrGEKEuusxX2HpC
Can you recommend more energetic dance rock tracks from the late 90s?,5lRgR82emb03dbXoGfhBYG
Give me something with high instrumentalness and a major key similar to Depeche Mode's 'Home'.,5lRgR82emb03dbXoGfhBYG
I'm looking for popular rock songs with high energy and a very high tempo.,5lRgR82emb03dbXoGfhBYG
Do you have any dance rock tracks in C# major that are not explicit?,5lRgR82emb03dbXoGfhBYG
"Recommend me non-acoustic, high-energy solo tracks with a low valence.",5lRgR82emb03dbXoGfhBYG
Can you recommend more high-energy pop rock songs like 'Barely Breathing'?,75HZ6Wxnw8xbgz6HU9kKCS
Give me some popular pop rock tracks similar to this one.,75HZ6Wxnw8xbgz6HU9kKCS
I'm in the mood for lively music in a major key like this song.,75HZ6Wxnw8xbgz6HU9kKCS
Find more upbeat pop rock songs with a high level of energy.,75HZ6Wxnw8xbgz6HU9kKCS
Do you have any mainstream pop rock tracks with a fast tempo and high energy?,75HZ6Wxnw8xbgz6HU9kKCS
Can you recommend more pop rock songs from the mid-90s with a very high popularity?,21jEuMn2lf37715rwjow2M
Give me some mellow tracks in a minor key similar to The Freshmen by The Verve Pipe.,21jEuMn2lf37715rwjow2M
I'm looking for energetic pop rock songs in C# that are not explicit.,21jEuMn2lf37715rwjow2M
"Recommend some songs with low tempo, energy, and valence like The Freshmen.",21jEuMn2lf37715rwjow2M
Find me some popular non-explicit solo tracks with very low speechiness and loudness.,21jEuMn2lf37715rwjow2M
"Can you recommend more upbeat pop rock songs from the late 90s, like this one?",3i6qNxyVgIdUZTTi5m25EM
"I'm in the mood for high-energy tracks in the key of A, any suggestions?",3i6qNxyVgIdUZTTi5m25EM
"Give me popular pop rock songs with high energy and medium tempo, similar to this one.",3i6qNxyVgIdUZTTi5m25EM
"Could you recommend more songs with high energy and high speechiness, but not explicit like this one?",3i6qNxyVgIdUZTTi5m25EM
"I'm looking for medium-tempo pop rock songs with a low acousticness and high loudness, any recommendations?",3i6qNxyVgIdUZTTi5m25EM
Can you recommend more mellow songs similar to Jack-Ass by Beck?,7jPZO6Xm4opMtXZEH88XbD
Give me alternative rock tracks from the late 90s with high danceability like this one.,7jPZO6Xm4opMtXZEH88XbD
"I'm in the mood for upbeat songs in the key of D with a major mode, any suggestions?",7jPZO6Xm4opMtXZEH88XbD
"Do you have any low-energy, high-valence alternative rock songs from the mid-90s?",7jPZO6Xm4opMtXZEH88XbD
"Recommend me some popular, non-explicit solo tracks with a low tempo and low instrumentalness.",7jPZO6Xm4opMtXZEH88XbD
Can you recommend more dance rock songs from the late 90s with a similar mood to 'More Than This'?,5v6b9RUk83Z33shcsqt1m3
"I'm in the mood for something with high energy and a major key like 'More Than This' by 10,000 Maniacs.",5v6b9RUk83Z33shcsqt1m3
Give me other medium-tempo tracks with high instrumentalness and a positive vibe similar to 'More Than This'.,5v6b9RUk83Z33shcsqt1m3
Do you have any recommendations for danceable songs in the key of F# that are not explicit like 'More Than This'?,5v6b9RUk83Z33shcsqt1m3
"I'm looking for more songs with low acousticness and high valence, similar to 'More Than This'.",5v6b9RUk83Z33shcsqt1m3
Can you recommend more songs similar to 'Hole In My Soul' by Aerosmith?,7kPuCwBWgXy5TGfgwNUKwV
Give me some upbeat rock songs released in the late 90s like this one.,7kPuCwBWgXy5TGfgwNUKwV
I'm in the mood for some high-energy rock in a major key like 'Hole In My Soul'. Any suggestions?,7kPuCwBWgXy5TGfgwNUKwV
Do you have any popular rock tracks with a low tempo and high loudness similar to this one?,7kPuCwBWgXy5TGfgwNUKwV
I'm looking for rock songs that are not explicit and have a very high liveness. Can you recommend some?,7kPuCwBWgXy5TGfgwNUKwV
Can you recommend more soft rock songs with high energy and high valence like 'Alone' by Bee Gees?,7GsoUeI9DtaTSjJHenyCNP
"I'm looking for popular songs from the late 90s with a very high liveness and very high loudness, similar to this track.",7GsoUeI9DtaTSjJHenyCNP
Give me some solo tracks in the key of D that are not explicit and have a medium danceability.,7GsoUeI9DtaTSjJHenyCNP
"What are some high-energy, major key songs with high popularity artist in the soft rock genre?",7GsoUeI9DtaTSjJHenyCNP
Do you have any recommendations for upbeat tracks with a low tempo like this song?,7GsoUeI9DtaTSjJHenyCNP
Can you recommend more pop rock songs from the late 90s with high popularity?,3XorCFmcupSm5QS6hA9g4N
Give me energetic tracks in the key of G that are not very acoustic and have high loudness.,3XorCFmcupSm5QS6hA9g4N
"I'm in the mood for something with high energy and very low acousticness, similar to Savage Garden.",3XorCFmcupSm5QS6hA9g4N
Recommend me some popular pop rock songs with very high liveness and medium danceability.,3XorCFmcupSm5QS6hA9g4N
"I'm looking for non-explicit, medium tempo songs in a major key with medium valence.",3XorCFmcupSm5QS6hA9g4N
Can you recommend more high-energy pop rock songs like this one?,0lnxrQAd9ZxbhBBe7d8FO8
I'm in the mood for something with a low tempo and high danceability like MMMBop.,0lnxrQAd9ZxbhBBe7d8FO8
"Give me songs in the key of A with a similar upbeat, major mode vibe.",0lnxrQAd9ZxbhBBe7d8FO8
I want to discover more popular tracks that are not explicit and have a high instrumentalness.,0lnxrQAd9ZxbhBBe7d8FO8
Could you suggest some mellow pop rock tunes from the late 90s with medium valence?,0lnxrQAd9ZxbhBBe7d8FO8
Can you suggest more high-energy dance rock tracks from the late 90s?,7HDWE2Ib7cjkhzULV4K8y3
Give me some upbeat songs in a minor key similar to Depeche Mode's 'It's No Good',7HDWE2Ib7cjkhzULV4K8y3
Find more popular dance rock songs with low valence and very low acousticness,7HDWE2Ib7cjkhzULV4K8y3
"I'm in the mood for some high-tempo tracks with high instrumentalness, what do you recommend?",7HDWE2Ib7cjkhzULV4K8y3
"Could you suggest more non-explicit, high-energy solo dance rock songs in A# minor?",7HDWE2Ib7cjkhzULV4K8y3
Can you recommend more alternative rock tracks from the late 90s with a high energy level like 'Listen'?,44Razg2DEDwDwmOY6Rh58x
I'm in the mood for something uplifting in the key of D with a major mode similar to songs by Collective Soul.,44Razg2DEDwDwmOY6Rh58x
Give me more medium tempo alternative rock songs with a positive vibe and low speechiness.,44Razg2DEDwDwmOY6Rh58x
Do you have any popular rock tracks from artists with low popularity that are not explicit?,44Razg2DEDwDwmOY6Rh58x
I'm looking for solo songs with a high energy level and loudness like 'Listen' by Collective Soul.,44Razg2DEDwDwmOY6Rh58x
Can you recommend more Irish rock songs from the late 90s with a similar medium energy level?,19Sbxm5YTEFwpCYMxrw1gz
Give me some mellow tracks in major key with low danceability like 'Last Night On Earth',19Sbxm5YTEFwpCYMxrw1gz
"I'm looking for popular rock songs by highly acclaimed artists, but with low explicit content like the song by U2",19Sbxm5YTEFwpCYMxrw1gz
Find me more medium tempo tracks in C# key with a low valence and very low acousticness,19Sbxm5YTEFwpCYMxrw1gz
"Recommend some solo Irish rock songs from artists with very high popularity, but with a low liveness factor like 'Last Night On Earth'",19Sbxm5YTEFwpCYMxrw1gz
Can you recommend more high-energy pop rock songs in a minor key like 'Where Have All the Cowboys Gone?',2ck13qfgRZ1msyEJlDqzvk
Give me some medium-tempo pop rock tracks with high energy and high speechiness similar to Paula Cole's style,2ck13qfgRZ1msyEJlDqzvk
"I'm looking for songs with very high liveness and loudness, like 'Where Have All the Cowboys Gone?'",2ck13qfgRZ1msyEJlDqzvk
Do you have any popular pop rock songs with a high tempo and very low instrumentalness?,2ck13qfgRZ1msyEJlDqzvk
Can you suggest some non-explicit solo pop rock tracks in the key of B for me to listen to?,2ck13qfgRZ1msyEJlDqzvk
Can you recommend me some soothing rock songs from the late 90s?,5AnVYcfpUnyVhNqwyc4Yr9
I'm in the mood for some mellow tracks in a major key like this one.,5AnVYcfpUnyVhNqwyc4Yr9
"Give me more low-energy, acoustic rock songs like this one.",5AnVYcfpUnyVhNqwyc4Yr9
What are some lesser-known album rock tracks from the late 90s?,5AnVYcfpUnyVhNqwyc4Yr9
"Do you have any soft, low-tempo solo rock songs in a major key?",5AnVYcfpUnyVhNqwyc4Yr9
Can you recommend more Irish rock songs from the late 90s with high popularity?,3fsTb3a8l5kJrtzpl04Ljr
Give me some fast-paced tracks in a minor key like 'Staring At The Sun' by U2,3fsTb3a8l5kJrtzpl04Ljr
I'm looking for energetic rock songs with high instrumental elements and a high tempo,3fsTb3a8l5kJrtzpl04Ljr
Find me more music with a low valence and medium energy level similar to U2's style,3fsTb3a8l5kJrtzpl04Ljr
Do you have any popular rock tracks that are not explicit and have a high liveness factor?,3fsTb3a8l5kJrtzpl04Ljr
Can you recommend more pop rock songs similar to this one?,7MV8ylzs47bcxolR4xLaD2
"I'm in the mood for upbeat tracks with high energy like this, any suggestions?",7MV8ylzs47bcxolR4xLaD2
Give me some popular songs from the mid-90s that have a positive feel like this one.,7MV8ylzs47bcxolR4xLaD2
"I want to explore more music in a major key like F#, any recommendations?",7MV8ylzs47bcxolR4xLaD2
"Looking for live-sounding songs with medium tempo and high valence, what do you suggest?",7MV8ylzs47bcxolR4xLaD2
Can you suggest more piano rock songs like this but with a higher energy level?,49mBGYxj0Ebye2GYrd8uv1
Give me some solo piano rock tracks that are more popular than this one.,49mBGYxj0Ebye2GYrd8uv1
I'm in the mood for something in a major key with a very high acousticness.,49mBGYxj0Ebye2GYrd8uv1
"Could you recommend a slow-tempo, mellow piano rock song in the key of E?",49mBGYxj0Ebye2GYrd8uv1
Find me some piano rock songs with very low danceability and a medium liveness.,49mBGYxj0Ebye2GYrd8uv1
Can you recommend more high-energy alternative rock tracks like Beck's 'The New Pollution'?,1flci5s2ER4nP40d5Cf4Nj
Give me songs with very high danceability and valence from the mid-90s similar to this Beck track.,1flci5s2ER4nP40d5Cf4Nj
I'm looking for upbeat alternative rock songs in a major key like 'The New Pollution'.,1flci5s2ER4nP40d5Cf4Nj
Do you have any recommendations for high-energy tracks with low acousticness and very high instrumentalness?,1flci5s2ER4nP40d5Cf4Nj
Find me popular solo artists with songs that have high danceability and tempo similar to Beck's 'The New Pollution'.,1flci5s2ER4nP40d5Cf4Nj
Can you recommend more dance rock songs like 'In My Arms'?,0XQ2zh1QCQm9pjBLve6BFT
Give me some high-energy tracks from the late 90s with a major key.,0XQ2zh1QCQm9pjBLve6BFT
"I'm in the mood for lively, upbeat music in the key of D. Any suggestions?",0XQ2zh1QCQm9pjBLve6BFT
Do you have any medium-tempo danceable songs with a low valence?,0XQ2zh1QCQm9pjBLve6BFT
Suggest me some popular dance rock tracks with high energy levels.,0XQ2zh1QCQm9pjBLve6BFT
Can you recommend more heartland rock songs similar to Bruce Springsteen's 'Secret Garden'?,68uuz61IqrSJjO6ffO3yHc
I'm looking for mellow music with very low energy and high acousticness like 'Secret Garden'. Any suggestions?,68uuz61IqrSJjO6ffO3yHc
Give me songs in the key of C with very low tempo and very low loudness like 'Secret Garden'.,68uuz61IqrSJjO6ffO3yHc
"Do you have any high instrumentalness tracks in major mode from the mid-90s, like 'Secret Garden'?",68uuz61IqrSJjO6ffO3yHc
"I want to discover more very low valence songs that are not explicit, similar to 'Secret Garden'.",68uuz61IqrSJjO6ffO3yHc
Can you recommend more Canadian rock songs from the mid-90s with medium popularity?,5HjviQMuDBIvcyNXJtka23
Give me some energetic tracks in a major key with high speechiness and very high tempo.,5HjviQMuDBIvcyNXJtka23
I'm looking for songs similar to 'The Old Apartment' in terms of low acousticness and high liveness.,5HjviQMuDBIvcyNXJtka23
Do you have any medium-valence solo rock songs with low loudness and very low danceability?,5HjviQMuDBIvcyNXJtka23
Could you suggest some non-explicit rock tracks with medium energy and very low instrumentalness?,5HjviQMuDBIvcyNXJtka23
I'm in the mood for some high-energy alternative rock from the late 90s like the song Precious Declaration by Collective Soul.,3k0h2g42N7CInuIKT9p33P
I want something upbeat in the key of B with a major feel similar to Precious Declaration.,3k0h2g42N7CInuIKT9p33P
Give me more songs with high valence and very high energy like this one by Collective Soul.,3k0h2g42N7CInuIKT9p33P
I'm looking for alternative rock tracks with a medium level of popularity and a positive vibe.,3k0h2g42N7CInuIKT9p33P
"Can you recommend some non-explicit, high-energy songs in the key of B with a major mode like Precious Declaration?",3k0h2g42N7CInuIKT9p33P
"Can you suggest more fast-paced, high-energy rock songs in a minor key like this one?",1oBTw7IkWnEUxiestsAD1V
Give me some popular rock tracks from the late 90s with a very high energy level,1oBTw7IkWnEUxiestsAD1V
I'm in the mood for some mellow songs with a high valence and medium tempo,1oBTw7IkWnEUxiestsAD1V
Find me some rock songs from the late 90s with very high loudness and medium danceability,1oBTw7IkWnEUxiestsAD1V
Do you have any rock songs in a minor key that are not explicit and have a very high energy level?,1oBTw7IkWnEUxiestsAD1V
Can you recommend more upbeat songs like this one from the mid-2000s?,7b6Iz5spak1WEJJu34UZoK
I'm in the mood for some high-energy soft rock tracks in a major key like this song.,7b6Iz5spak1WEJJu34UZoK
Give me more songs with a high tempo and energetic feel similar to this Phil Collins track.,7b6Iz5spak1WEJJu34UZoK
I'm looking for popular soft rock songs with high danceability and live instrumentation like this one.,7b6Iz5spak1WEJJu34UZoK
"Do you have any recommendations for non-explicit, high-energy solo soft rock songs in F major?",7b6Iz5spak1WEJJu34UZoK
